contractor_raw,normalized_name,ticker,parent_company,relationship,is_public,confidence,reasoning,resolved_at,resolver_model,llm_cache_key,skills_version
BAE Systems Land & Armaments LP,BAE Systems Land & Armaments,BA,BAE Systems PLC,subsidiary,true,0.93,A major division of BAE Systems PLC handling ground combat systems and ammunition.,2026-09-02 16:02:47,claude-haiku-4-5,121709fbde8ede1b8d95101896f9ebf85529a01dce81c3431028ef4774b3cb71,sk-5c88474c
BAE Systems Norfolk Ship Repair Inc.,BAE Systems Norfolk Ship Repair,BA,BAE Systems PLC,subsidiary,true,0.92,A subsidiary or operating unit of BAE Systems PLC engaged in US naval ship repair.,2026-09-02 16:02:47,claude-haiku-4-5,121709fbde8ede1b8d95101896f9ebf85529a01dce81c3431028ef4774b3cb71,sk-5c88474c
BAE Systems Ship Repair Inc.,BAE Systems Ship Repair,BA,BAE Systems PLC,subsidiary,true,0.91,A shipyard division of BAE Systems PLC; matches the corporate family.,2026-09-02 16:02:47,claude-haiku-4-5,121709fbde8ede1b8d95101896f9ebf85529a01dce81c3431028ef4774b3cb71,sk-5c88474c
BAE Systems Technology Solutions & Services Inc.,BAE Systems Technology Solutions & Services,BA,BAE Systems PLC,subsidiary,true,0.92,A known BAE Systems division providing IT and technology integration services.,2026-09-02 16:02:47,claude-haiku-4-5,121709fbde8ede1b8d95101896f9ebf85529a01dce81c3431028ef4774b3cb71,sk-5c88474c
"BAE Systems, Maritime Solutions San Diego",BAE Systems Maritime Solutions San Diego,BA,BAE Systems PLC,subsidiary,true,0.9,A BAE Systems operating location focused on maritime/naval systems in California.,2026-09-02 16:02:47,claude-haiku-4-5,121709fbde8ede1b8d95101896f9ebf85529a01dce81c3431028ef4774b3cb71,sk-5c88474c
"BCA Federal LLC,*",BCA Federal,,,private,false,0.92,Small-business (*) private federal contractor; BCA is not a recognized public company abbreviation.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
BCG Federal Corp.,BCG Federal,,,private,false,0.91,Consulting or engineering firm serving federal market; distinct from Boston Consulting Group (private) and not publicly listed.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"BK Manufacturing Co. Inc.,*",BK Manufacturing,,,private,false,0.93,Small-business (*) contract manufacturer; not affiliated with any recognized public company.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
BL Harbert International LLC,BL Harbert International,,,private,false,0.9,International construction or engineering firm; private company not identified as a public subsidiary or listed entity.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
BRZ Investment & Consulting LLC,BRZ Investment & Consulting,,,private,false,0.93,Consulting firm; appears to be private and distinct from recognized public firms.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
BWAY Corp.,BWAY,,,private,false,0.92,Container and plastic products firm; no evidence of DoD-focused operations or public listing.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
Balfour Beatty Construction LLC,Balfour Beatty Construction,BBL,Balfour Beatty PLC,direct,true,0.85,Balfour Beatty is a UK-listed construction and engineering group (LSE: BBL) with significant US operations in infrastructure.,2026-09-02 16:02:47,claude-haiku-4-5,121709fbde8ede1b8d95101896f9ebf85529a01dce81c3431028ef4774b3cb71,sk-5c88474c
Ballard Marine Construction LLC,Ballard Marine Construction,,,private,false,0.9,Specialized marine construction firm; name does not correspond to a recognized public contractor.,2026-09-02 16:02:47,claude-haiku-4-5,121709fbde8ede1b8d95101896f9ebf85529a01dce81c3431028ef4774b3cb71,sk-5c88474c
"Bamforth Engineers + Surveyors Inc.,*",Bamforth Engineers + Surveyors,,,private,false,0.91,Regional engineering and surveying consulting firm; unrecognized name indicates private ownership.,2026-09-02 16:02:47,claude-haiku-4-5,121709fbde8ede1b8d95101896f9ebf85529a01dce81c3431028ef4774b3cb71,sk-5c88474c
Barfield Inc.,Barfield,,,private,false,0.88,Appears to be a specialized aerospace or aircraft equipment supplier; no public parent identified.,2026-09-02 16:02:47,claude-haiku-4-5,121709fbde8ede1b8d95101896f9ebf85529a01dce81c3431028ef4774b3cb71,sk-5c88474c
Barnett Paving & Sealing LLC,Barnett Paving & Sealing,,,private,false,0.92,Regional paving and roadwork contractor; name and scope indicate small private firm.,2026-09-02 16:02:47,claude-haiku-4-5,121709fbde8ede1b8d95101896f9ebf85529a01dce81c3431028ef4774b3cb71,sk-5c88474c
Baxters North America Inc.,Baxters North America,,,private,false,0.92,A small regional distributor or food service company; unrecognizable as a public entity and consistent with typical $7.5M+ DoD award recipients.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"Bay West LLC,*",Bay West,,,private,false,0.92,Small-business (*) private contractor in supplies or services; name does not match any known listed company.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
BeaverFit North America LLC,BeaverFit North America,,,private,false,0.93,Fitness equipment or supply manufacturer; private company below the visibility threshold of major public contractors.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
Bell Boeing Joint Project Office,Bell Boeing Joint Project Office,,,joint_venture,false,0.75,Joint venture between Textron (via Bell) and Boeing (BA); both parents public but JV structure makes revenue allocation uncertain.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
Bell Textron Inc.,Bell Textron,TXT,Textron Inc.,subsidiary,true,0.95,"Bell is the helicopter division of Textron Inc., a publicly listed company (TXT).",2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"Belleville Shoe Manufacturing Co.,*",Belleville Shoe Manufacturing,,,private,false,0.93,Small-business (*) footwear manufacturer; not a subsidiary of a public company and too specialized for major listing.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"Benka Inc.,*",Benka,,,private,false,0.92,Small-business (*) name with no connection to recognized public contractors; likely a regional or niche supplier.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"Bering Straits Global Innovations LLC,*",Bering Straits Global Innovations,,,private,false,0.93,Small-business (*) Alaska Native Corporation; not affiliated with any known public company.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"Bering Weston JV LLC,*",Bering Weston JV,,,joint_venture,false,0.74,Joint venture structure with no recognizable public parents identified; both likely private firms.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"Bethel Industries Inc.,*",Bethel Industries,,,private,false,0.93,Small-business (*) industrial or manufacturing firm; not a known subsidiary or public company.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"Bhate TLI JV LLC,*",Bhate TLI JV,,,joint_venture,false,0.74,Joint venture (*) with unidentifiable parents; both partners appear to be private firms below public-company scale.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"Big River Construction Inc.,*",Big River Construction,,,private,false,0.93,Small-business (*) construction firm; typical regional contractor well within the $7.5M award threshold.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
Bimbo Bakeries USA Inc.,Bimbo Bakeries USA,BMOB,Grupo Bimbo SAB de CV,subsidiary,true,0.8,U.S. subsidiary of Mexico-listed Grupo Bimbo (BMOB on BMV); ownership may have shifted post-cutoff so confidence capped at 0.80.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
Bird-Johnson Propeller Co. LLC,Bird-Johnson Propeller,,,private,false,0.92,Propeller manufacturer; specialized aerospace supplier but not a known public company or subsidiary.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
Bishop Inc.,Bishop,,,private,false,0.91,Generic name with no clear affiliation to any listed contractor; likely a regional private firm.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"Black Horse Group LLC,*",Black Horse Group,,,private,false,0.92,Small-business (*) consulting or services firm; unrecognizable as a public company or major division.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"Blind Industries and Services of Maryland,**",Blind Industries and Services of Maryland,,,private,false,0.94,Non-profit or social enterprise (**) serving the blind; public-interest entity not traded on equity markets.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
Blue Frog Roofing Ltd.,Blue Frog Roofing,,,private,false,0.93,Regional roofing contractor; not a subsidiary of a public construction or building-products company.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
Blue Origin LLC,Blue Origin,,,private,false,0.95,Amazon-owned aerospace and rocket company; private subsidiary of Amazon (AMZN) but separately a private operating entity.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"Blue Skies Inc.,*",Blue Skies,,,private,false,0.93,Small-business (*) with a generic name; no connection to any public aerospace or defense company.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
Blue Tech Inc.,Blue Tech,,,private,false,0.92,Generic tech-sector name for a small contractor; not identifiable as a public company or subsidiary.,2026-09-02 16:02:59,claude-haiku-4-5,4e3a44f99a7ab9713b5de96dc092e7dc9f429d28736e4d2e3b9edb9b130b2bf8,sk-5c88474c
"Blue Water Autonomy Inc.,*",Blue Water Autonomy,,,private,false,0.92,Small autonomy/robotics contractor; no match to any listed company in the DoD ecosystem.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
Bluestone Environmental Group Inc.,Bluestone Environmental Group,,,private,false,0.9,Environmental remediation firm; $7.5M+ award threshold does not indicate public listing.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
Boecore LLC,Boecore,,,private,false,0.92,Not Boeing; likely a small specialty contractor or trade name.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
Boeing Co.,The Boeing Company,BA,The Boeing Company,direct,true,0.99,Deterministic exact alias match on 'The Boeing Company' in data/universe.csv -> BA (The Boeing Company); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
The Boeing Co.,The Boeing Company,BA,The Boeing Company,direct,true,0.99,Deterministic exact alias match on 'The Boeing Company' in data/universe.csv -> BA (The Boeing Company); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Boland Marine & Industrial LLC,Boland Marine & Industrial,,,private,false,0.93,Marine and industrial services provider; distinct from major shipbuilders and not a recognized public company.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
Booz Allen,Booz Allen,BAH,Booz Allen Hamilton Holding Corporation,direct,true,0.99,Deterministic exact alias match on 'Booz Allen' in data/universe.csv -> BAH (Booz Allen Hamilton Holding Corporation); no model call.,2026-09-02 15:48:38,deterministic,,sk-5c88474c
Booz Allen Hamilton Inc.,Booz Allen Hamilton,BAH,Booz Allen Hamilton Holding Corporation,direct,true,0.99,Deterministic exact alias match on 'Booz Allen Hamilton' in data/universe.csv -> BAH (Booz Allen Hamilton Holding Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Booze Allen Hamilton Inc.,Booze Allen Hamilton,BAH,Booz Allen Hamilton Holding Corporation,direct,true,0.99,"Common misspelling of Booz Allen Hamilton, a publicly listed defense consultancy (BAH ticker).",2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
"Borealis Enterprises LLC,*",Borealis Enterprises,,,private,false,0.92,Generic name; no match to known public defense contractors.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
Boston Scientific Neuromodulation Corp.,Boston Scientific Neuromodulation,BSX,Boston Scientific Corporation,subsidiary,true,0.88,Neuromodulation is a division of Boston Scientific (BSX); DoD medical device work aligns with their portfolio.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
Bowhead Base Operations LLC,Bowhead Base Operations,,,private,false,0.92,Base operations contractor; appears to be a private firm without public listing.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
Brasfield & Gorrie LLC,Brasfield & Gorrie,,,private,false,0.93,Major construction firm; remains privately held despite large DoD contract awards.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
Bren-Tronics Defense LLC,Bren-Tronics Defense,,,private,false,0.92,Battery and power systems specialist; not a recognized publicly listed company.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
"Bristol Design Build Services LLC,*",Bristol Design Build Services,,,private,false,0.93,Regional design-build construction firm; no match to public company listings.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
"Bristol Engineering Services Co. LLC,*",Bristol Engineering Services Company,,,private,false,0.93,Engineering services firm; name does not correspond to any major public defense contractor.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
"Bristol Engineering Services Company LLC,*",Bristol Engineering Services Company,,,private,false,0.93,Engineering services firm; name does not correspond to any major public defense contractor.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
"Buffalo Supply Inc.,*",Buffalo Supply,,,private,false,0.92,Small supply/logistics provider; not a recognized public company.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
Burns & McDonnell Engineering Co. Inc.,Burns & McDonnell Engineering,,,private,false,0.92,Major engineering and construction firm; remains privately held despite significant DoD contracts.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
Burns & McDonnell-Jacobs MIDLANT MC JV,Burns & McDonnell-Jacobs MIDLANT MC JV,,,joint_venture,false,0.72,Joint venture between Burns & McDonnell (private) and Jacobs (public JEC); neither prime controls it.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
"C & C Contractors LLC,*",C & C Contractors,,,private,false,0.93,Regional construction/contracting firm; generic name does not match any listed company.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
C. Ortiz Corp.,C. Ortiz,,,private,false,0.93,Small proprietor or regional contractor; no match to public company.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
C.H. Guernsey & Co.,C.H. Guernsey & Co.,,,private,false,0.92,Construction/contracting firm; appears to be a regional private company.,2026-09-02 16:03:10,claude-haiku-4-5,99e97448356d792a0370970150d4ec435a2549e5ce82903fa874b453a52b49e1,sk-5c88474c
CACI Inc.,CACI,CACI,CACI International Inc,direct,true,0.99,Deterministic exact alias match on 'CACI' in data/universe.csv -> CACI (CACI International Inc); no model call.,2026-09-02 16:02:00,deterministic,,sk-5c88474c
